cutoff,approved,approval_rate,bad_rate,capture_rate,cum_good_exposure,cum_bad_exposure
0.1265,2605,0.4347,0.0864,0.8303,147885497.0,14883905.0
0.1265,2606,0.4348,0.0863,0.8303,147935247.0,14883905.0
0.1266,2607,0.435,0.0863,0.8303,147953411.0,14883905.0
0.1266,2608,0.4352,0.0863,0.8303,148003991.0,14883905.0
0.1267,2609,0.4353,0.0866,0.8296,148003991.0,15075214.0
0.1267,2610,0.4355,0.0866,0.8296,148295852.0,15075214.0
0.1268,2611,0.4357,0.0866,0.8296,148296292.0,15075214.0
0.1268,2612,0.4358,0.0869,0.8288,148296292.0,15076973.0
0.1268,2613,0.436,0.0869,0.8288,148513512.0,15076973.0
0.127,2614,0.4362,0.0868,0.8288,148566726.0,15076973.0
0.1271,2615,0.4363,0.0868,0.8288,148595063.0,15076973.0
0.1271,2616,0.4365,0.0868,0.8288,148645307.0,15076973.0
0.1272,2617,0.4367,0.0867,0.8288,148647912.0,15076973.0
0.1272,2618,0.4368,0.0867,0.8288,148652786.0,15076973.0
0.1273,2619,0.437,0.0871,0.8281,148652786.0,15076973.0
0.1273,2620,0.4372,0.087,0.8281,148656131.0,15076973.0
0.1273,2621,0.4373,0.087,0.8281,148866935.0,15076973.0
0.1273,2622,0.4375,0.087,0.8281,148866935.0,15076973.0
0.1273,2623,0.4377,0.0873,0.8273,148866935.0,15077969.0
0.1274,2624,0.4378,0.0873,0.8273,148980396.0,15077969.0
0.1274,2625,0.438,0.0876,0.8265,148980396.0,15219384.0
0.1275,2626,0.4382,0.088,0.8258,148980396.0,15220020.0
0.1275,2627,0.4383,0.0879,0.8258,148981657.0,15220020.0
0.1275,2628,0.4385,0.0883,0.825,148981657.0,15400221.0
0.1275,2629,0.4387,0.0882,0.825,148986760.0,15400221.0
0.1275,2630,0.4388,0.0886,0.8243,148986760.0,15441989.0
0.1276,2631,0.439,0.0886,0.8243,149041880.0,15441989.0
0.1276,2632,0.4392,0.0885,0.8243,149100719.0,15441989.0
0.1276,2633,0.4393,0.0885,0.8243,149271669.0,15441989.0
0.1276,2634,0.4395,0.0885,0.8243,149291008.0,15441989.0
0.1277,2635,0.4397,0.0884,0.8243,149295750.0,15441989.0
0.1278,2636,0.4398,0.0884,0.8243,149295750.0,15441989.0
0.1278,2637,0.44,0.0884,0.8243,149305587.0,15441989.0
0.1278,2638,0.4402,0.0883,0.8243,149336884.0,15441989.0
0.1279,2639,0.4403,0.0887,0.8235,149336884.0,15492286.0
0.1279,2640,0.4405,0.0886,0.8235,149347594.0,15492286.0
0.1279,2641,0.4407,0.0886,0.8235,149391852.0,15492286.0
0.128,2642,0.4408,0.0886,0.8235,149581592.0,15492286.0
0.1281,2643,0.441,0.0885,0.8235,149594535.0,15492286.0
0.1283,2644,0.4412,0.0885,0.8235,149726130.0,15492286.0
0.1283,2645,0.4413,0.0888,0.8228,149726130.0,15510506.0
0.1283,2646,0.4415,0.0888,0.8228,149857351.0,15510506.0
0.1284,2647,0.4417,0.0888,0.8228,150107922.0,15510506.0
0.1284,2648,0.4418,0.0887,0.8228,150160193.0,15510506.0
0.1284,2649,0.442,0.0887,0.8228,150204518.0,15510506.0
0.1285,2650,0.4422,0.0891,0.822,150204518.0,15516057.0
0.1286,2651,0.4423,0.089,0.822,150204518.0,15516057.0
0.1286,2652,0.4425,0.089,0.822,150205389.0,15516057.0
0.1287,2653,0.4427,0.089,0.822,150231131.0,15516057.0
0.1287,2654,0.4428,0.0889,0.822,150231725.0,15516057.0
0.1288,2655,0.443,0.0889,0.822,150232911.0,15516057.0
0.1288,2656,0.4432,0.0889,0.822,150420342.0,15516057.0
0.129,2657,0.4434,0.0888,0.822,150435238.0,15516057.0
0.129,2658,0.4435,0.0888,0.822,150627936.0,15516057.0
0.129,2659,0.4437,0.0888,0.822,150901366.0,15516057.0
0.1291,2660,0.4439,0.0887,0.822,150949283.0,15516057.0
0.1292,2661,0.444,0.0891,0.8213,150949283.0,15542450.0
0.1293,2662,0.4442,0.089,0.8213,150962096.0,15542450.0
0.1293,2663,0.4444,0.089,0.8213,151098593.0,15542450.0
0.1293,2664,0.4445,0.0893,0.8205,151098593.0,15676349.0
0.1294,2665,0.4447,0.0897,0.8198,151098593.0,15910554.0
0.1294,2666,0.4449,0.0896,0.8198,151146658.0,15910554.0
0.1295,2667,0.445,0.09,0.819,151146658.0,15939240.0
0.1295,2668,0.4452,0.09,0.819,151146658.0,15939240.0
0.1295,2669,0.4454,0.0899,0.819,151156730.0,15939240.0
0.1295,2670,0.4455,0.0903,0.8183,151156730.0,15981082.0
0.1296,2671,0.4457,0.0902,0.8183,151214856.0,15981082.0
0.1296,2672,0.4459,0.0902,0.8183,151214856.0,15981082.0
0.1297,2673,0.446,0.0902,0.8183,151272386.0,15981082.0
0.1298,2674,0.4462,0.0901,0.8183,151558892.0,15981082.0
0.1298,2675,0.4464,0.0901,0.8183,151560375.0,15981082.0
0.1299,2676,0.4465,0.0901,0.8183,151603316.0,15981082.0
0.1299,2677,0.4467,0.09,0.8183,151603618.0,15981082.0
0.1299,2678,0.4469,0.09,0.8183,151615606.0,15981082.0
0.13,2679,0.447,0.09,0.8183,151759256.0,15981082.0
0.13,2680,0.4472,0.0899,0.8183,151957354.0,15981082.0
0.13,2681,0.4474,0.0899,0.8183,152007969.0,15981082.0
0.1301,2682,0.4475,0.0899,0.8183,152013028.0,15981082.0
0.1301,2683,0.4477,0.0898,0.8183,152019215.0,15981082.0
0.1301,2684,0.4479,0.0898,0.8183,152231966.0,15981082.0
0.1301,2685,0.448,0.0898,0.8183,152275668.0,15981082.0
0.1302,2686,0.4482,0.0897,0.8183,152681158.0,15981082.0
0.1302,2687,0.4484,0.0897,0.8183,152698245.0,15981082.0
0.1303,2688,0.4485,0.0897,0.8183,152698245.0,15981082.0
0.1303,2689,0.4487,0.0896,0.8183,152725614.0,15981082.0
0.1303,2690,0.4489,0.0896,0.8183,152832481.0,15981082.0
0.1303,2691,0.449,0.0896,0.8183,152835078.0,15981082.0
0.1304,2692,0.4492,0.0895,0.8183,152845574.0,15981082.0
0.1305,2693,0.4494,0.0895,0.8183,152905336.0,15981082.0
0.1305,2694,0.4495,0.0895,0.8183,152916687.0,15981082.0
0.1305,2695,0.4497,0.0894,0.8183,152997402.0,15981082.0
0.1305,2696,0.4499,0.0894,0.8183,152998330.0,15981082.0
0.1305,2697,0.45,0.0894,0.8183,153065636.0,15981082.0
0.1306,2698,0.4502,0.0897,0.8175,153065636.0,16009004.0
0.1307,2699,0.4504,0.0897,0.8175,153100802.0,16009004.0
0.1309,2700,0.4505,0.0896,0.8175,153101973.0,16009004.0
0.1311,2701,0.4507,0.0896,0.8175,153104164.0,16009004.0
0.1313,2702,0.4509,0.0896,0.8175,153110483.0,16009004.0
0.1313,2703,0.451,0.0895,0.8175,153127537.0,16009004.0
0.1313,2704,0.4512,0.0895,0.8175,153145637.0,16009004.0
0.1314,2705,0.4514,0.0895,0.8175,153172977.0,16009004.0
0.1314,2706,0.4515,0.0894,0.8175,153173389.0,16009004.0
0.1314,2707,0.4517,0.0894,0.8175,153285314.0,16009004.0
0.1314,2708,0.4519,0.0894,0.8175,153450341.0,16009004.0
0.1314,2709,0.452,0.0893,0.8175,153450341.0,16009004.0
0.1315,2710,0.4522,0.0893,0.8175,153450731.0,16009004.0
0.1315,2711,0.4524,0.0893,0.8175,153465408.0,16009004.0
0.1316,2712,0.4525,0.0892,0.8175,153514226.0,16009004.0
0.1317,2713,0.4527,0.0892,0.8175,153563502.0,16009004.0
0.1317,2714,0.4529,0.0892,0.8175,153592253.0,16009004.0
0.1317,2715,0.453,0.0891,0.8175,153621262.0,16009004.0
0.1317,2716,0.4532,0.0891,0.8175,153621262.0,16009004.0
0.1318,2717,0.4534,0.0891,0.8175,153866473.0,16009004.0
0.1318,2718,0.4535,0.089,0.8175,153965391.0,16009004.0
0.132,2719,0.4537,0.0894,0.8167,153965391.0,16048608.0
0.132,2720,0.4539,0.0893,0.8167,153965391.0,16048608.0
0.132,2721,0.454,0.0893,0.8167,154014585.0,16048608.0
0.132,2722,0.4542,0.0893,0.8167,154155651.0,16048608.0
0.1321,2723,0.4544,0.0892,0.8167,154155651.0,16048608.0
0.1321,2724,0.4545,0.0892,0.8167,154156371.0,16048608.0
0.1321,2725,0.4547,0.0892,0.8167,154190172.0,16048608.0
0.1322,2726,0.4549,0.0891,0.8167,154196057.0,16048608.0
0.1322,2727,0.455,0.0891,0.8167,154444937.0,16048608.0
0.1323,2728,0.4552,0.0891,0.8167,154447725.0,16048608.0
0.1323,2729,0.4554,0.0894,0.816,154447725.0,16119863.0
0.1325,2730,0.4555,0.0894,0.816,154505419.0,16119863.0
0.1325,2731,0.4557,0.0893,0.816,154522439.0,16119863.0
0.1325,2732,0.4559,0.0893,0.816,154531129.0,16119863.0
0.1325,2733,0.456,0.0896,0.8152,154531129.0,16391139.0
0.1326,2734,0.4562,0.0896,0.8152,154673551.0,16391139.0
0.1326,2735,0.4564,0.0896,0.8152,154674137.0,16391139.0
0.1326,2736,0.4565,0.0895,0.8152,154696273.0,16391139.0
0.1327,2737,0.4567,0.0899,0.8145,154696273.0,16427007.0
0.1327,2738,0.4569,0.0898,0.8145,154696273.0,16427007.0
0.1327,2739,0.457,0.0898,0.8145,154697436.0,16427007.0
0.1328,2740,0.4572,0.0898,0.8145,154728336.0,16427007.0
0.1328,2741,0.4574,0.0897,0.8145,154762816.0,16427007.0
0.1328,2742,0.4575,0.0901,0.8137,154762816.0,16433457.0
0.1328,2743,0.4577,0.09,0.8137,154764718.0,16433457.0
0.1329,2744,0.4579,0.09,0.8137,154845376.0,16433457.0
0.1329,2745,0.458,0.09,0.8137,154902141.0,16433457.0
0.133,2746,0.4582,0.0899,0.8137,154950201.0,16433457.0
0.1331,2747,0.4584,0.0899,0.8137,155136310.0,16433457.0
0.1332,2748,0.4585,0.0899,0.8137,155139009.0,16433457.0
0.1332,2749,0.4587,0.0899,0.8137,155187546.0,16433457.0
0.1332,2750,0.4589,0.0902,0.813,155187546.0,16437678.0
0.1332,2751,0.459,0.0901,0.813,155328888.0,16437678.0
0.1332,2752,0.4592,0.0901,0.813,155393741.0,16437678.0
0.1333,2753,0.4594,0.0901,0.813,155409649.0,16437678.0
0.1334,2754,0.4595,0.0901,0.813,155457804.0,16437678.0
0.1334,2755,0.4597,0.09,0.813,155577488.0,16437678.0
0.1334,2756,0.4599,0.09,0.813,155579714.0,16437678.0
0.1335,2757,0.46,0.09,0.813,155580858.0,16437678.0
0.1335,2758,0.4602,0.0899,0.813,155734059.0,16437678.0
0.1336,2759,0.4604,0.0899,0.813,155792538.0,16437678.0
0.1336,2760,0.4605,0.0899,0.813,155840749.0,16437678.0
0.1336,2761,0.4607,0.0898,0.813,155844239.0,16437678.0
0.1336,2762,0.4609,0.0898,0.813,155846178.0,16437678.0
0.1336,2763,0.461,0.0901,0.8122,155846178.0,16438004.0
0.1336,2764,0.4612,0.0901,0.8122,155848142.0,16438004.0
0.1336,2765,0.4614,0.0901,0.8122,155890167.0,16438004.0
0.1337,2766,0.4615,0.09,0.8122,155899626.0,16438004.0
0.1337,2767,0.4617,0.09,0.8122,156137733.0,16438004.0
0.1338,2768,0.4619,0.09,0.8122,156229100.0,16438004.0
0.1338,2769,0.462,0.0899,0.8122,156256720.0,16438004.0
0.1339,2770,0.4622,0.0899,0.8122,156304858.0,16438004.0
0.1339,2771,0.4624,0.0899,0.8122,156323499.0,16438004.0
0.134,2772,0.4625,0.0902,0.8115,156323499.0,16660602.0
0.134,2773,0.4627,0.0905,0.8107,156323499.0,16699832.0
0.134,2774,0.4629,0.0908,0.81,156323499.0,16701519.0
0.134,2775,0.463,0.0908,0.81,156324246.0,16701519.0
0.1341,2776,0.4632,0.0908,0.81,156575309.0,16701519.0
0.1341,2777,0.4634,0.0907,0.81,156631696.0,16701519.0
0.1341,2778,0.4635,0.0907,0.81,156884506.0,16701519.0
0.1342,2779,0.4637,0.0907,0.81,156889444.0,16701519.0
0.1343,2780,0.4639,0.0906,0.81,156889444.0,16701519.0
0.1343,2781,0.464,0.0906,0.81,156889444.0,16701519.0
0.1344,2782,0.4642,0.0906,0.81,156890162.0,16701519.0
0.1345,2783,0.4644,0.0905,0.81,156891904.0,16701519.0
0.1345,2784,0.4645,0.0905,0.81,156905270.0,16701519.0
0.1346,2785,0.4647,0.0905,0.81,156933836.0,16701519.0
0.1346,2786,0.4649,0.0908,0.8092,156933836.0,16789044.0
0.1346,2787,0.465,0.0908,0.8092,156934964.0,16789044.0
0.1346,2788,0.4652,0.0907,0.8092,156934964.0,16789044.0
0.1347,2789,0.4654,0.0911,0.8084,156934964.0,16789124.0
0.1347,2790,0.4655,0.091,0.8084,157157986.0,16789124.0
0.1347,2791,0.4657,0.091,0.8084,157204423.0,16789124.0
0.1348,2792,0.4659,0.091,0.8084,157208891.0,16789124.0
0.1348,2793,0.466,0.0909,0.8084,157240405.0,16789124.0
0.135,2794,0.4662,0.0909,0.8084,157255673.0,16789124.0
0.135,2795,0.4664,0.0909,0.8084,157452815.0,16789124.0
0.1352,2796,0.4665,0.0908,0.8084,157491598.0,16789124.0
0.1353,2797,0.4667,0.0908,0.8084,157546518.0,16789124.0
0.1353,2798,0.4669,0.0908,0.8084,157548279.0,16789124.0
0.1354,2799,0.467,0.0907,0.8084,157549592.0,16789124.0
0.1354,2800,0.4672,0.0907,0.8084,157549592.0,16789124.0
0.1354,2801,0.4674,0.0907,0.8084,157549592.0,16789124.0
0.1356,2802,0.4675,0.0906,0.8084,157549592.0,16789124.0
0.1356,2803,0.4677,0.0906,0.8084,157551632.0,16789124.0
0.1358,2804,0.4679,0.0906,0.8084,157633109.0,16789124.0
0.1358,2805,0.468,0.0909,0.8077,157633109.0,16857152.0
0.1358,2806,0.4682,0.0909,0.8077,157634714.0,16857152.0
0.1358,2807,0.4684,0.0908,0.8077,157634773.0,16857152.0
0.1359,2808,0.4685,0.0908,0.8077,157664492.0,16857152.0
0.1359,2809,0.4687,0.0908,0.8077,157664492.0,16857152.0
0.1359,2810,0.4689,0.0911,0.8069,157664492.0,16859469.0
0.136,2811,0.469,0.0911,0.8069,157666060.0,16859469.0
0.136,2812,0.4692,0.091,0.8069,157668393.0,16859469.0
0.136,2813,0.4694,0.0914,0.8062,157668393.0,16996506.0
0.1361,2814,0.4695,0.0917,0.8054,157668393.0,17097964.0
0.1362,2815,0.4697,0.0917,0.8054,157683677.0,17097964.0
0.1362,2816,0.4699,0.0916,0.8054,157686623.0,17097964.0
0.1363,2817,0.47,0.0916,0.8054,157689005.0,17097964.0
0.1363,2818,0.4702,0.0916,0.8054,157760224.0,17097964.0
0.1363,2819,0.4704,0.0915,0.8054,157761759.0,17097964.0
0.1363,2820,0.4705,0.0918,0.8047,157761759.0,17108865.0
0.1363,2821,0.4707,0.0918,0.8047,157765451.0,17108865.0
0.1364,2822,0.4709,0.0921,0.8039,157765451.0,17144142.0
0.1364,2823,0.471,0.0921,0.8039,157778251.0,17144142.0
0.1364,2824,0.4712,0.0921,0.8039,157788096.0,17144142.0
0.1364,2825,0.4714,0.092,0.8039,157813330.0,17144142.0
0.1364,2826,0.4716,0.092,0.8039,157945301.0,17144142.0
0.1365,2827,0.4717,0.092,0.8039,158007339.0,17144142.0
0.1366,2828,0.4719,0.0919,0.8039,158056538.0,17144142.0
0.1366,2829,0.4721,0.0919,0.8039,158167809.0,17144142.0
0.1366,2830,0.4722,0.0922,0.8032,158167809.0,17172010.0
0.1367,2831,0.4724,0.0922,0.8032,158222787.0,17172010.0
0.1367,2832,0.4726,0.0922,0.8032,158273167.0,17172010.0
0.1367,2833,0.4727,0.0921,0.8032,158334261.0,17172010.0
0.1368,2834,0.4729,0.0921,0.8032,158425914.0,17172010.0
0.1368,2835,0.4731,0.0924,0.8024,158425914.0,17172856.0
0.1369,2836,0.4732,0.0924,0.8024,158432779.0,17172856.0
0.1369,2837,0.4734,0.0924,0.8024,158445040.0,17172856.0
0.1369,2838,0.4736,0.0923,0.8024,158447649.0,17172856.0
0.137,2839,0.4737,0.0923,0.8024,158487593.0,17172856.0
0.137,2840,0.4739,0.0923,0.8024,158566622.0,17172856.0
0.137,2841,0.4741,0.0922,0.8024,158570277.0,17172856.0
0.1371,2842,0.4742,0.0922,0.8024,158573588.0,17172856.0
0.1371,2843,0.4744,0.0922,0.8024,158576866.0,17172856.0
0.1371,2844,0.4746,0.0921,0.8024,158623518.0,17172856.0
0.1372,2845,0.4747,0.0921,0.8024,158672347.0,17172856.0
0.1373,2846,0.4749,0.0921,0.8024,158677114.0,17172856.0
0.1373,2847,0.4751,0.092,0.8024,158852462.0,17172856.0
0.1374,2848,0.4752,0.092,0.8024,158903028.0,17172856.0
0.1374,2849,0.4754,0.092,0.8024,158903528.0,17172856.0
0.1375,2850,0.4756,0.0919,0.8024,159081135.0,17172856.0
0.1375,2851,0.4757,0.0919,0.8024,159083411.0,17172856.0
0.1376,2852,0.4759,0.0919,0.8024,159142427.0,17172856.0
0.1377,2853,0.4761,0.0918,0.8024,159292853.0,17172856.0
0.1377,2854,0.4762,0.0918,0.8024,159334592.0,17172856.0
0.1377,2855,0.4764,0.0918,0.8024,159334592.0,17172856.0
0.138,2856,0.4766,0.0917,0.8024,159464590.0,17172856.0
0.138,2857,0.4767,0.0917,0.8024,159492653.0,17172856.0
0.138,2858,0.4769,0.0917,0.8024,159493050.0,17172856.0
0.1381,2859,0.4771,0.0916,0.8024,159493830.0,17172856.0
0.1382,2860,0.4772,0.0916,0.8024,159511471.0,17172856.0
0.1382,2861,0.4774,0.0916,0.8024,159521618.0,17172856.0
0.1383,2862,0.4776,0.0919,0.8017,159521618.0,17248508.0
0.1383,2863,0.4777,0.0919,0.8017,159600790.0,17248508.0
0.1383,2864,0.4779,0.0918,0.8017,160030099.0,17248508.0
0.1385,2865,0.4781,0.0918,0.8017,160030099.0,17248508.0
0.1386,2866,0.4782,0.0918,0.8017,160033937.0,17248508.0
0.1387,2867,0.4784,0.0917,0.8017,160082503.0,17248508.0
0.1388,2868,0.4786,0.0917,0.8017,160200995.0,17248508.0
0.1388,2869,0.4787,0.0917,0.8017,160299070.0,17248508.0
0.1388,2870,0.4789,0.0916,0.8017,160299450.0,17248508.0
0.139,2871,0.4791,0.092,0.8009,160299450.0,17299314.0
0.1391,2872,0.4792,0.0919,0.8009,160326429.0,17299314.0
0.1391,2873,0.4794,0.0919,0.8009,160376936.0,17299314.0
0.1391,2874,0.4796,0.0919,0.8009,160399651.0,17299314.0
0.1392,2875,0.4797,0.0918,0.8009,160399651.0,17299314.0
0.1393,2876,0.4799,0.0918,0.8009,160400951.0,17299314.0
0.1393,2877,0.4801,0.0918,0.8009,160448976.0,17299314.0
0.1393,2878,0.4802,0.0917,0.8009,160448976.0,17299314.0
0.1393,2879,0.4804,0.092,0.8002,160448976.0,17317877.0
0.1394,2880,0.4806,0.092,0.8002,160669319.0,17317877.0
0.1394,2881,0.4807,0.092,0.8002,160671157.0,17317877.0
0.1394,2882,0.4809,0.092,0.8002,160721568.0,17317877.0
0.1395,2883,0.4811,0.0919,0.8002,160791464.0,17317877.0
0.1395,2884,0.4812,0.0919,0.8002,160824309.0,17317877.0
0.1397,2885,0.4814,0.0919,0.8002,160824309.0,17317877.0
0.1397,2886,0.4816,0.0918,0.8002,160826830.0,17317877.0
0.1398,2887,0.4817,0.0918,0.8002,160892574.0,17317877.0
0.1399,2888,0.4819,0.0918,0.8002,161171143.0,17317877.0
0.1399,2889,0.4821,0.0917,0.8002,161174135.0,17317877.0
0.1399,2890,0.4822,0.0917,0.8002,161174735.0,17317877.0
0.14,2891,0.4824,0.0917,0.8002,161217362.0,17317877.0
0.14,2892,0.4826,0.0916,0.8002,161221651.0,17317877.0
0.14,2893,0.4827,0.0916,0.8002,161224387.0,17317877.0
0.1401,2894,0.4829,0.0916,0.8002,161463390.0,17317877.0
0.1401,2895,0.4831,0.0919,0.7994,161463390.0,17366300.0
0.1401,2896,0.4832,0.0919,0.7994,161543376.0,17366300.0
0.1403,2897,0.4834,0.0918,0.7994,161589466.0,17366300.0
0.1403,2898,0.4836,0.0918,0.7994,161939644.0,17366300.0
0.1403,2899,0.4837,0.0918,0.7994,161971604.0,17366300.0
0.1403,2900,0.4839,0.0917,0.7994,162055799.0,17366300.0
0.1403,2901,0.4841,0.0917,0.7994,162109038.0,17366300.0
0.1404,2902,0.4842,0.0917,0.7994,162156207.0,17366300.0
0.1405,2903,0.4844,0.092,0.7986,162156207.0,17444170.0
0.1406,2904,0.4846,0.0923,0.7979,162156207.0,17474266.0
0.1408,2905,0.4847,0.0923,0.7979,162204548.0,17474266.0
0.1408,2906,0.4849,0.0922,0.7979,162206423.0,17474266.0
0.1411,2907,0.4851,0.0922,0.7979,162234909.0,17474266.0
0.1412,2908,0.4852,0.0922,0.7979,162241965.0,17474266.0
0.1412,2909,0.4854,0.0921,0.7979,162365009.0,17474266.0
0.1412,2910,0.4856,0.0921,0.7979,162365009.0,17474266.0
0.1413,2911,0.4857,0.0924,0.7971,162365009.0,17479016.0
0.1414,2912,0.4859,0.0924,0.7971,162686055.0,17479016.0
0.1414,2913,0.4861,0.0923,0.7971,162686055.0,17479016.0
0.1415,2914,0.4862,0.0923,0.7971,162704888.0,17479016.0
0.1415,2915,0.4864,0.0926,0.7964,162704888.0,17553985.0
0.1416,2916,0.4866,0.0926,0.7964,162706388.0,17553985.0
0.1416,2917,0.4867,0.0926,0.7964,162709303.0,17553985.0
0.1419,2918,0.4869,0.0929,0.7956,162709303.0,17555975.0
0.142,2919,0.4871,0.0928,0.7956,162808440.0,17555975.0
0.1422,2920,0.4872,0.0928,0.7956,162808756.0,17555975.0
0.1422,2921,0.4874,0.0931,0.7949,162808756.0,17556145.0
0.1423,2922,0.4876,0.0931,0.7949,162822678.0,17556145.0
0.1424,2923,0.4877,0.0931,0.7949,162842639.0,17556145.0
0.1424,2924,0.4879,0.093,0.7949,162842639.0,17556145.0
0.1425,2925,0.4881,0.093,0.7949,162847547.0,17556145.0
0.1426,2926,0.4882,0.093,0.7949,162877215.0,17556145.0
0.1428,2927,0.4884,0.0929,0.7949,163070312.0,17556145.0
0.1428,2928,0.4886,0.0929,0.7949,163159920.0,17556145.0
0.1429,2929,0.4887,0.0929,0.7949,163194896.0,17556145.0
0.143,2930,0.4889,0.0928,0.7949,163593607.0,17556145.0
0.143,2931,0.4891,0.0931,0.7941,163593607.0,17557522.0
0.143,2932,0.4892,0.0931,0.7941,163596084.0,17557522.0
0.143,2933,0.4894,0.0931,0.7941,163775391.0,17557522.0
0.1431,2934,0.4896,0.093,0.7941,163855037.0,17557522.0
0.1433,2935,0.4897,0.093,0.7941,164058570.0,17557522.0
0.1433,2936,0.4899,0.093,0.7941,164073947.0,17557522.0
0.1434,2937,0.4901,0.093,0.7941,164076485.0,17557522.0
0.1434,2938,0.4902,0.0929,0.7941,164091799.0,17557522.0
0.1436,2939,0.4904,0.0929,0.7941,164134844.0,17557522.0
0.1439,2940,0.4906,0.0932,0.7934,164134844.0,17566339.0
0.1441,2941,0.4907,0.0932,0.7934,164140753.0,17566339.0
0.1441,2942,0.4909,0.0931,0.7934,164242310.0,17566339.0
0.1442,2943,0.4911,0.0934,0.7926,164242310.0,17566665.0
0.1442,2944,0.4912,0.0934,0.7926,164258204.0,17566665.0
0.1442,2945,0.4914,0.0937,0.7919,164258204.0,17568658.0
0.1443,2946,0.4916,0.0937,0.7919,164258764.0,17568658.0
0.1443,2947,0.4917,0.0937,0.7919,164288056.0,17568658.0
0.1444,2948,0.4919,0.0936,0.7919,164315226.0,17568658.0
0.1444,2949,0.4921,0.0936,0.7919,164322019.0,17568658.0
0.1446,2950,0.4922,0.0939,0.7911,164322019.0,17569158.0
0.1447,2951,0.4924,0.0942,0.7903,164322019.0,17602652.0
0.1448,2952,0.4926,0.0942,0.7903,164322744.0,17602652.0
0.1449,2953,0.4927,0.0941,0.7903,164339899.0,17602652.0
0.145,2954,0.4929,0.0941,0.7903,164347455.0,17602652.0
0.145,2955,0.4931,0.0941,0.7903,164348799.0,17602652.0
0.1451,2956,0.4932,0.094,0.7903,164373519.0,17602652.0
0.1451,2957,0.4934,0.094,0.7903,164373519.0,17602652.0
0.1453,2958,0.4936,0.094,0.7903,164374002.0,17602652.0
0.1453,2959,0.4937,0.0943,0.7896,164374002.0,17653233.0
0.1454,2960,0.4939,0.0946,0.7888,164374002.0,17704655.0
0.1454,2961,0.4941,0.0946,0.7888,164383412.0,17704655.0
0.1455,2962,0.4942,0.0945,0.7888,164431121.0,17704655.0
0.1455,2963,0.4944,0.0945,0.7888,164432500.0,17704655.0
0.1455,2964,0.4946,0.0945,0.7888,164446301.0,17704655.0
0.1456,2965,0.4947,0.0944,0.7888,164448133.0,17704655.0
0.1457,2966,0.4949,0.0944,0.7888,164448688.0,17704655.0
0.1457,2967,0.4951,0.0944,0.7888,164492271.0,17704655.0
0.1457,2968,0.4952,0.0943,0.7888,164492271.0,17704655.0
0.1457,2969,0.4954,0.0943,0.7888,164519546.0,17704655.0
0.1458,2970,0.4956,0.0943,0.7888,164579491.0,17704655.0
0.1459,2971,0.4957,0.0942,0.7888,164648010.0,17704655.0
0.1459,2972,0.4959,0.0942,0.7888,164652985.0,17704655.0
0.1459,2973,0.4961,0.0942,0.7888,164652985.0,17704655.0
0.146,2974,0.4962,0.0945,0.7881,164652985.0,17705870.0
0.146,2975,0.4964,0.0945,0.7881,164658730.0,17705870.0
0.146,2976,0.4966,0.0944,0.7881,164659046.0,17705870.0
0.1461,2977,0.4967,0.0944,0.7881,164686205.0,17705870.0
0.1462,2978,0.4969,0.0944,0.7881,164736234.0,17705870.0
0.1462,2979,0.4971,0.0943,0.7881,164758807.0,17705870.0
0.1463,2980,0.4972,0.0943,0.7881,164803380.0,17705870.0
0.1463,2981,0.4974,0.0943,0.7881,164822642.0,17705870.0
0.1463,2982,0.4976,0.0942,0.7881,164833112.0,17705870.0
0.1463,2983,0.4977,0.0942,0.7881,164839601.0,17705870.0
0.1463,2984,0.4979,0.0942,0.7881,164839601.0,17705870.0
0.1464,2985,0.4981,0.0941,0.7881,164901916.0,17705870.0
0.1464,2986,0.4982,0.0941,0.7881,164952932.0,17705870.0
0.1466,2987,0.4984,0.0941,0.7881,164964205.0,17705870.0
0.1466,2988,0.4986,0.094,0.7881,164986117.0,17705870.0
0.1466,2989,0.4987,0.0943,0.7873,164986117.0,18033785.0
0.1467,2990,0.4989,0.0943,0.7873,164987460.0,18033785.0
0.1467,2991,0.4991,0.0943,0.7873,164987460.0,18033785.0
0.1467,2992,0.4992,0.0943,0.7873,165016579.0,18033785.0
0.1468,2993,0.4994,0.0942,0.7873,165018311.0,18033785.0
0.1469,2994,0.4996,0.0942,0.7873,165020169.0,18033785.0
0.147,2995,0.4997,0.0942,0.7873,165155491.0,18033785.0
0.147,2996,0.4999,0.0941,0.7873,165184000.0,18033785.0
0.1471,2997,0.5001,0.0941,0.7873,165234734.0,18033785.0
0.1472,2998,0.5003,0.0944,0.7866,165234734.0,18060063.0
0.1472,2999,0.5004,0.0947,0.7858,165234734.0,18060063.0
0.1472,3000,0.5006,0.095,0.7851,165234734.0,18090253.0
0.1473,3001,0.5008,0.095,0.7851,165235374.0,18090253.0
0.1473,3002,0.5009,0.0949,0.7851,165243646.0,18090253.0
0.1474,3003,0.5011,0.0949,0.7851,165294142.0,18090253.0
0.1474,3004,0.5013,0.0949,0.7851,165392086.0,18090253.0
0.1474,3005,0.5014,0.0948,0.7851,165558073.0,18090253.0
0.1475,3006,0.5016,0.0948,0.7851,165562866.0,18090253.0
0.1475,3007,0.5018,0.0948,0.7851,165611415.0,18090253.0
