p,y,exposure,pay_1,limit_bal,util_1,decile,risk_band,predicted_loss
0.162402,0,582,-1,260000,0.0022,6,10-20%,94.51796399999999
0.16245,0,0,1,200000,-0.0009,6,10-20%,0.0
0.162457,1,201851,0,170000,1.1874,6,10-20%,32792.107907
0.162536,0,7874,0,290000,0.0272,6,10-20%,1279.8084640000002
0.162629,1,50427,0,50000,1.0085,6,10-20%,8200.892582999999
0.162842,0,2309,0,110000,0.021,6,10-20%,376.00217799999996
0.162898,0,1709,-1,200000,0.0085,6,10-20%,278.392682
0.162933,0,177,-1,80000,0.0022,6,10-20%,28.839140999999998
0.162975,0,103750,0,110000,0.9432,6,10-20%,16908.65625
0.162986,0,33699,0,100000,0.337,6,10-20%,5492.465214
0.162988,0,16620,0,20000,0.831,6,10-20%,2708.86056
0.163012,0,17977,0,20000,0.8988,6,10-20%,2930.466724
0.163077,1,56038,0,60000,0.934,6,10-20%,9138.508926
0.163171,0,50732,0,50000,1.0146,6,10-20%,8277.991172
0.16323,0,51396,0,50000,1.0279,6,10-20%,8389.369079999999
0.163466,0,760,-1,310000,0.0025,6,10-20%,124.23416
0.163804,0,8460,0,160000,0.0529,6,10-20%,1385.78184
0.164011,0,836,-2,20000,0.0418,6,10-20%,137.113196
0.16407,1,4197,0,50000,0.0839,6,10-20%,688.6017899999999
0.164079,1,3486,-1,290000,0.012,6,10-20%,571.979394
0.164105,0,26725,0,30000,0.8908,6,10-20%,4385.706125
0.164141,0,50952,0,50000,1.019,6,10-20%,8363.312232
0.164143,0,18916,0,20000,0.9458,6,10-20%,3104.928988
0.164174,0,0,-2,360000,0.0,6,10-20%,0.0
0.164198,0,15090,0,20000,0.7545,6,10-20%,2477.74782
0.164215,0,51417,0,50000,1.0283,6,10-20%,8443.442655
0.164286,1,44461,-1,50000,0.8892,6,10-20%,7304.319845999999
0.164286,1,70798,0,70000,1.0114,6,10-20%,11631.120228
0.164319,0,230131,0,240000,0.9589,6,10-20%,37814.895789
0.164418,0,44751,0,50000,0.895,6,10-20%,7357.869918
0.164554,0,26411,0,30000,0.8804,6,10-20%,4346.035694
0.164698,0,8618,0,30000,0.2873,6,10-20%,1419.3673640000002
0.164702,0,50096,-2,50000,1.0019,6,10-20%,8250.911392
0.164733,1,157067,0,160000,0.9817,6,10-20%,25874.118111
0.164794,0,1179,-2,90000,0.0131,6,10-20%,194.292126
0.164853,1,12545,-1,60000,0.2091,6,10-20%,2068.080885
0.16498,0,53651,0,50000,1.073,6,10-20%,8851.34198
0.164994,0,216582,0,110000,1.9689,6,10-20%,35734.730508
0.16516,0,1188,-1,120000,0.0099,6,10-20%,196.21008
0.165199,0,142119,0,140000,1.0151,6,10-20%,23477.916681000002
0.165304,1,25115,0,30000,0.8372,6,10-20%,4151.60996
0.16535,0,131197,0,130000,1.0092,6,10-20%,21693.42395
0.165499,0,0,1,190000,0.0,6,10-20%,0.0
0.165571,0,50701,0,50000,1.014,6,10-20%,8394.615271
0.165588,1,79650,0,80000,0.9956,6,10-20%,13189.084200000001
0.165662,0,28848,0,30000,0.9616,6,10-20%,4779.017376
0.165768,0,630458,0,590000,1.0686,6,10-20%,104509.761744
0.165806,0,74903,0,50000,1.4981,6,10-20%,12419.366818
0.165817,0,23900,0,30000,0.7967,6,10-20%,3963.0263
0.165912,1,49024,0,50000,0.9805,6,10-20%,8133.669888
0.165965,0,5928,-1,190000,0.0312,6,10-20%,983.84052
0.166043,0,45079,0,50000,0.9016,6,10-20%,7485.0523969999995
0.166111,0,12106,0,50000,0.2421,6,10-20%,2010.9397660000002
0.16612,1,207592,0,220000,0.9436,6,10-20%,34485.183039999996
0.16612,1,1031,-1,130000,0.0079,6,10-20%,171.26971999999998
0.166135,0,279184,0,140000,1.9942,6,10-20%,46382.23384
0.166181,0,5607,0,250000,0.0224,6,10-20%,931.7768669999999
0.1662,0,583,-1,450000,0.0013,6,10-20%,96.8946
0.166226,0,26770,0,210000,0.1275,6,10-20%,4449.87002
0.166249,0,326,-1,60000,0.0054,6,10-20%,54.197174000000004
0.166334,0,0,1,200000,0.0,6,10-20%,0.0
0.166392,1,46512,0,50000,0.9302,6,10-20%,7739.224704
0.166431,1,0,1,280000,0.0,6,10-20%,0.0
0.166558,0,47036,0,50000,0.9407,6,10-20%,7834.222088
0.166569,0,1294,-2,380000,0.0034,6,10-20%,215.54028599999998
0.16662,0,88819,0,80000,1.1102,6,10-20%,14799.02178
0.166698,1,0,1,290000,0.0,6,10-20%,0.0
0.166777,0,471814,0,240000,1.9659,6,10-20%,78687.723478
0.166846,0,225312,0,240000,0.9388,6,10-20%,37592.405952
0.166991,0,38257,0,40000,0.9564,6,10-20%,6388.574687
0.167005,0,6289,0,230000,0.0273,6,10-20%,1050.294445
0.167094,0,37800,0,150000,0.252,6,10-20%,6316.1532
0.167116,0,44756,0,50000,0.8951,6,10-20%,7479.443695999999
0.167121,0,103226,0,150000,0.6882,6,10-20%,17251.232346
0.167124,0,56869,0,60000,0.9478,6,10-20%,9504.174756
0.167207,0,48403,0,50000,0.9681,6,10-20%,8093.320420999999
0.167214,1,2429,-1,70000,0.0347,6,10-20%,406.162806
0.167428,0,81793,0,50000,1.6359,6,10-20%,13694.438403999999
0.167447,0,3118,0,30000,0.1039,6,10-20%,522.0997460000001
0.167597,0,18774,0,20000,0.9387,6,10-20%,3146.466078
0.167599,0,2315,0,80000,0.0289,6,10-20%,387.991685
0.167614,0,380,-1,90000,0.0042,6,10-20%,63.69332000000001
0.167645,0,255473,0,250000,1.0219,6,10-20%,42828.771085
0.167648,0,801,-1,360000,0.0022,6,10-20%,134.286048
0.167662,0,58264,0,60000,0.9711,6,10-20%,9768.658768000001
0.16773,0,49086,0,50000,0.9817,6,10-20%,8233.19478
0.167734,1,528,-1,30000,0.0176,6,10-20%,88.563552
0.167845,1,60380,0,60000,1.0063,6,10-20%,10134.481099999999
0.167871,0,5633,0,70000,0.0805,6,10-20%,945.617343
0.167897,0,929,-1,130000,0.0071,6,10-20%,155.976313
0.167911,0,157,-1,270000,0.0006,6,10-20%,26.362027
0.167941,0,0,1,460000,-0.0006,6,10-20%,0.0
0.168141,0,11085,-2,150000,0.0739,6,10-20%,1863.8429850000002
0.168141,0,0,1,200000,0.0,6,10-20%,0.0
0.168214,0,18650,0,20000,0.9325,6,10-20%,3137.1911
0.168254,0,1426,-1,30000,0.0475,6,10-20%,239.93020399999997
0.168593,1,2729,-2,310000,0.0088,6,10-20%,460.09029699999996
0.168685,1,5745,0,20000,0.2872,6,10-20%,969.095325
0.168709,0,135466,0,130000,1.042,6,10-20%,22854.333394
0.168736,1,11839,0,50000,0.2368,6,10-20%,1997.665504
0.168745,1,25551,0,50000,0.511,6,10-20%,4311.603495
0.168886,0,6415,0,190000,0.0338,6,10-20%,1083.40369
0.168918,0,78726,0,80000,0.9841,6,10-20%,13298.238468000001
0.169041,0,16196,0,20000,0.8098,6,10-20%,2737.788036
0.169042,0,25207,0,50000,0.5041,6,10-20%,4261.041694
0.169185,0,170845,0,170000,1.005,6,10-20%,28904.411325
0.169208,1,19078,0,20000,0.9539,6,10-20%,3228.150224
0.169216,0,49386,0,50000,0.9877,6,10-20%,8356.901376
0.169219,0,0,1,140000,-0.0001,6,10-20%,0.0
0.169228,0,8301,0,30000,0.2767,6,10-20%,1404.761628
0.16925,1,0,1,200000,0.0,6,10-20%,0.0
0.169258,0,230234,0,240000,0.9593,6,10-20%,38968.946372
0.169305,0,78913,0,80000,0.9864,6,10-20%,13360.365465
0.169337,0,135294,0,140000,0.9664,6,10-20%,22910.280078
0.169377,0,50051,0,50000,1.001,6,10-20%,8477.488227
0.169414,0,22277,-1,290000,0.0768,6,10-20%,3774.035678
0.16945,0,0,1,30000,0.0,6,10-20%,0.0
0.169606,0,1877,-1,300000,0.0063,6,10-20%,318.350462
0.169676,0,594,-1,120000,0.005,6,10-20%,100.787544
0.169747,0,0,1,260000,0.0,6,10-20%,0.0
0.169768,0,3854,-1,300000,0.0128,6,10-20%,654.285872
0.169795,1,6822,0,90000,0.0758,6,10-20%,1158.34149
0.169908,0,293554,0,300000,0.9785,6,10-20%,49877.173032
0.169929,0,6359,0,30000,0.212,6,10-20%,1080.578511
0.16995,0,4536,0,130000,0.0349,6,10-20%,770.8932
0.169986,0,26490,0,120000,0.2208,6,10-20%,4502.92914
0.16999,0,46827,0,50000,0.9365,6,10-20%,7960.12173
0.170065,0,242518,0,340000,0.7133,6,10-20%,41243.82367
0.17014,0,49989,0,50000,0.9998,6,10-20%,8505.12846
0.170144,0,0,1,130000,-0.0001,6,10-20%,0.0
0.170157,0,25485,0,30000,0.8495,6,10-20%,4336.451145
0.170264,0,1568,-1,360000,0.0044,6,10-20%,266.973952
0.170369,0,8820,0,10000,0.882,6,10-20%,1502.65458
0.170422,1,481,-1,90000,0.0053,6,10-20%,81.972982
0.170449,0,148735,0,180000,0.8263,6,10-20%,25351.732014999998
0.170466,0,4180,0,120000,0.0348,6,10-20%,712.5478800000001
0.170472,0,665,-1,200000,0.0033,6,10-20%,113.36388000000001
0.170504,0,40253,0,50000,0.8051,6,10-20%,6863.297511999999
0.170533,0,28541,0,30000,0.9514,6,10-20%,4867.182353
0.170588,1,4419,0,60000,0.0736,6,10-20%,753.828372
0.170691,0,38909,0,50000,0.7782,6,10-20%,6641.416119
0.170903,0,5719,0,100000,0.0572,6,10-20%,977.394257
0.171114,0,116630,1,70000,1.6661,6,10-20%,19957.02582
0.171145,0,117191,0,50000,2.3438,6,10-20%,20056.653694999997
0.17116,0,27414,0,30000,0.9138,6,10-20%,4692.180240000001
0.171163,0,16793,0,20000,0.8396,6,10-20%,2874.340259
0.171189,0,1100,-1,420000,0.0026,6,10-20%,188.30790000000002
0.171257,0,7233,-1,60000,0.1206,6,10-20%,1238.701881
0.17133,0,27880,0,30000,0.9293,6,10-20%,4776.6804
0.171344,0,1616,-1,360000,0.0045,6,10-20%,276.891904
0.17145,0,390,-2,250000,0.0016,6,10-20%,66.8655
0.171497,0,0,1,450000,-0.0,6,10-20%,0.0
0.171615,0,272899,0,300000,0.9097,6,10-20%,46833.561884999996
0.17162,0,118063,0,120000,0.9839,6,10-20%,20261.97206
0.171649,0,36717,0,150000,0.2448,6,10-20%,6302.436333
0.171672,0,846,-1,30000,0.0282,6,10-20%,145.234512
0.171699,0,0,-2,210000,0.0,6,10-20%,0.0
0.171707,0,432,-2,110000,0.0039,6,10-20%,74.177424
0.171825,0,585,-2,80000,0.0073,6,10-20%,100.51762500000001
0.171836,0,126454,0,130000,0.9727,6,10-20%,21729.349543999997
0.171911,0,10001,0,20000,0.5,6,10-20%,1719.281911
0.171922,0,65666,0,190000,0.3456,6,10-20%,11289.430052
0.172005,0,19483,0,20000,0.9742,6,10-20%,3351.1734149999997
0.172019,0,28509,0,30000,0.9503,6,10-20%,4904.089671
0.17212,1,50545,0,50000,1.0109,6,10-20%,8699.8054
0.17217,0,46857,0,50000,0.9371,6,10-20%,8067.3696899999995
0.172259,0,25344,0,30000,0.8448,6,10-20%,4365.732096
0.172401,0,1226,0,50000,0.0245,6,10-20%,211.363626
0.172426,0,390,-1,130000,0.003,6,10-20%,67.24614
0.172453,0,45966,0,160000,0.2873,6,10-20%,7926.974598
0.172564,0,81513,0,80000,1.0189,6,10-20%,14066.209332
0.172631,0,64888,0,70000,0.927,6,10-20%,11201.680328
0.172633,0,91272,-2,90000,1.0141,6,10-20%,15756.559176
0.17268,0,29557,0,30000,0.9852,6,10-20%,5103.90276
0.172785,0,91641,0,90000,1.0182,6,10-20%,15834.190185
0.173053,0,50698,0,50000,1.014,6,10-20%,8773.440994
0.173087,0,67120,0,240000,0.2797,6,10-20%,11617.59944
0.173166,0,4134,0,60000,0.0689,6,10-20%,715.8682439999999
0.173175,0,133622,0,130000,1.0279,6,10-20%,23139.989849999998
0.173206,0,28327,0,30000,0.9442,6,10-20%,4906.406362
0.173308,1,41200,0,130000,0.3169,6,10-20%,7140.289599999999
0.173334,1,2901,-2,150000,0.0193,6,10-20%,502.841934
0.173365,0,0,-2,400000,-0.0,6,10-20%,0.0
0.1734,0,222,-1,150000,0.0015,6,10-20%,38.4948
0.173431,0,2300,0,170000,0.0135,6,10-20%,398.8913
0.173474,1,139445,-1,140000,0.996,6,10-20%,24190.08193
0.173477,0,18293,0,50000,0.3659,6,10-20%,3173.414761
0.17366,0,49378,0,50000,0.9876,6,10-20%,8574.98348
0.173672,0,891,-1,250000,0.0036,6,10-20%,154.741752
0.173679,1,0,1,90000,0.0,6,10-20%,0.0
0.173712,0,111576,0,110000,1.0143,6,10-20%,19382.090112
0.173728,0,2216,-1,210000,0.0106,6,10-20%,384.981248
0.173836,0,0,1,240000,0.0,6,10-20%,0.0
0.173899,0,47654,0,50000,0.9531,6,10-20%,8286.982946
0.174055,0,49278,0,150000,0.3285,6,10-20%,8577.08229
0.174298,0,49744,0,50000,0.9949,6,10-20%,8670.279712
0.174338,0,131801,0,130000,1.0139,6,10-20%,22977.922737999997
0.174513,0,49330,0,50000,0.9866,6,10-20%,8608.72629
0.174541,0,85241,0,90000,0.9471,6,10-20%,14878.049381
0.174605,0,0,1,200000,0.0,6,10-20%,0.0
0.17467,0,0,1,160000,-0.0,6,10-20%,0.0
0.174673,0,389,-2,400000,0.001,6,10-20%,67.947797
0.174726,0,202064,0,210000,0.9622,6,10-20%,35305.834464
0.174874,1,2069,-1,180000,0.0115,6,10-20%,361.814306
0.174908,0,17697,0,20000,0.8848,6,10-20%,3095.346876
0.175002,1,27838,0,30000,0.9279,6,10-20%,4871.705676
0.175093,0,50444,0,50000,1.0089,6,10-20%,8832.391292
0.175181,1,12547,-1,20000,0.6274,6,10-20%,2197.996007
0.175251,0,0,-2,200000,0.0,6,10-20%,0.0
0.1753,0,239278,0,240000,0.997,6,10-20%,41945.4334
0.175323,1,49061,0,50000,0.9812,6,10-20%,8601.521703
0.175345,0,30258,0,30000,1.0086,6,10-20%,5305.58901
0.175508,0,52841,0,50000,1.0568,6,10-20%,9274.018227999999
0.17563,0,8289,0,360000,0.023,6,10-20%,1455.79707
0.175659,0,48474,0,50000,0.9695,6,10-20%,8514.894366
0.175805,0,0,-2,180000,0.0,6,10-20%,0.0
0.175921,0,420,-1,150000,0.0028,6,10-20%,73.88682
0.175928,0,45920,0,80000,0.574,6,10-20%,8078.61376
0.175983,0,3964,-1,130000,0.0305,6,10-20%,697.596612
0.176,0,17016,0,20000,0.8508,6,10-20%,2994.816
0.17602,0,1825,-2,140000,0.013,6,10-20%,321.23650000000004
0.176157,0,18965,-1,50000,0.3793,6,10-20%,3340.817505
0.176187,1,678,-1,10000,0.0678,6,10-20%,119.45478600000001
0.17627,0,0,1,270000,0.0,6,10-20%,0.0
0.176351,1,29480,0,30000,0.9827,6,10-20%,5198.82748
0.176405,0,44053,0,100000,0.4405,6,10-20%,7771.169465
0.176409,0,2568,0,50000,0.0514,6,10-20%,453.01831200000004
0.176531,0,16366,0,20000,0.8183,6,10-20%,2889.106346
0.176599,0,47034,0,50000,0.9407,6,10-20%,8306.157366
0.176882,0,628,-1,20000,0.0314,6,10-20%,111.081896
0.176901,0,7832,-1,240000,0.0326,6,10-20%,1385.488632
0.176978,0,42755,0,80000,0.5344,6,10-20%,7566.69439
0.177038,0,143118,0,140000,1.0223,6,10-20%,25337.324484
0.177093,0,50708,0,50000,1.0142,6,10-20%,8980.031844
0.177111,0,50471,0,50000,1.0094,6,10-20%,8938.969281
0.177114,0,1046,-1,100000,0.0105,6,10-20%,185.261244
0.177157,0,0,1,80000,0.0,6,10-20%,0.0
0.177174,0,48888,0,50000,0.9778,6,10-20%,8661.682512
0.177309,1,0,-2,200000,-0.0056,6,10-20%,0.0
0.177396,0,1540,0,150000,0.0103,6,10-20%,273.18984
0.177422,0,48355,0,50000,0.9671,6,10-20%,8579.24081
0.177471,1,0,-2,320000,-0.0,6,10-20%,0.0
0.177518,0,3580,0,20000,0.179,6,10-20%,635.51444
0.177598,0,590,-1,430000,0.0014,6,10-20%,104.78282
0.177663,0,38434,0,50000,0.7687,6,10-20%,6828.299741999999
0.177702,0,28674,0,20000,1.4337,6,10-20%,5095.427148
0.177737,0,19422,0,20000,0.9711,6,10-20%,3452.008014
0.177866,0,2087,0,50000,0.0417,6,10-20%,371.206342
0.17791,0,49644,0,50000,0.9929,6,10-20%,8832.164040000001
0.177973,1,47364,0,50000,0.9473,6,10-20%,8429.513171999999
0.177985,0,14451,0,30000,0.4817,6,10-20%,2572.061235
0.178039,1,286321,0,300000,0.9544,6,10-20%,50976.304519
0.17813,0,1002,0,200000,0.005,6,10-20%,178.48626000000002
0.178212,0,27527,0,60000,0.4588,6,10-20%,4905.641724
0.178374,0,75804,0,50000,1.5161,6,10-20%,13521.462696
0.178488,0,17027,0,20000,0.8514,6,10-20%,3039.1151760000002
0.178493,0,4035,-2,300000,0.0134,6,10-20%,720.2192550000001
0.178498,0,369398,0,310000,1.1916,6,10-20%,65936.804204
0.178538,0,6555,0,160000,0.041,6,10-20%,1170.31659
0.17867,1,0,-2,290000,0.0,6,10-20%,0.0
0.178695,0,62870,0,70000,0.8981,6,10-20%,11234.55465
0.178717,0,494356,0,500000,0.9887,6,10-20%,88349.821252
0.178765,0,179,-2,250000,0.0007,6,10-20%,31.998935000000003
0.178824,0,586,-1,220000,0.0027,6,10-20%,104.79086400000001
0.178886,0,0,-2,170000,-0.0012,6,10-20%,0.0
0.178916,0,18836,0,20000,0.9418,6,10-20%,3370.061776
0.179026,0,49699,0,50000,0.994,6,10-20%,8897.413174
0.179051,0,475,-1,360000,0.0013,6,10-20%,85.04922499999999
0.179068,1,48560,0,50000,0.9712,6,10-20%,8695.542080000001
0.179151,0,72763,0,140000,0.5197,6,10-20%,13035.564213
0.179393,0,121241,0,140000,0.866,6,10-20%,21749.786713
0.179606,1,4025,-1,350000,0.0115,6,10-20%,722.91415
0.179622,0,3291,-2,270000,0.0122,6,10-20%,591.136002
0.179789,1,75382,0,90000,0.8376,6,10-20%,13552.854398
0.179802,0,2774,-2,230000,0.0121,6,10-20%,498.77074799999997
0.179861,1,610723,0,450000,1.3572,6,10-20%,109845.249503
0.17991,0,149218,0,180000,0.829,6,10-20%,26845.81038
0.179924,0,309080,0,310000,0.997,6,10-20%,55610.90992
0.179987,0,48712,0,50000,0.9742,6,10-20%,8767.526744
0.180018,0,34704,0,100000,0.347,6,10-20%,6247.344672
0.18011,0,747,-2,500000,0.0015,6,10-20%,134.54217
0.180112,1,2806,-1,170000,0.0165,6,10-20%,505.394272
0.18012,0,488,-2,200000,0.0024,6,10-20%,87.89856
0.180122,0,0,1,240000,0.0,6,10-20%,0.0
0.180183,0,102648,0,190000,0.5403,6,10-20%,18495.424584
0.180215,0,39940,0,40000,0.9985,6,10-20%,7197.7871
0.180251,0,8460,0,120000,0.0705,6,10-20%,1524.92346
0.180441,0,236883,0,240000,0.987,6,10-20%,42743.405403
0.180493,0,10648,0,90000,0.1183,6,10-20%,1921.8894639999999
0.180501,0,29758,0,30000,0.9919,6,10-20%,5371.348758
0.180608,1,2459,-1,50000,0.0492,6,10-20%,444.115072
0.181007,0,1378,-1,200000,0.0069,6,10-20%,249.427646
0.181042,0,50140,0,50000,1.0028,6,10-20%,9077.445880000001
0.181127,0,1168,-1,210000,0.0056,6,10-20%,211.55633600000002
0.181243,0,2277,0,30000,0.0759,6,10-20%,412.69031099999995
0.181262,1,3571,-1,240000,0.0149,6,10-20%,647.286602
0.18128,1,296,-1,130000,0.0023,6,10-20%,53.658879999999996
0.181383,1,125022,0,120000,1.0418,6,10-20%,22676.865426
0.181407,0,4215,-1,240000,0.0176,7,10-20%,764.6305050000001
0.181461,1,90231,0,50000,1.8046,7,10-20%,16373.407491000002
0.181494,0,61708,0,80000,0.7714,7,10-20%,11199.631752
0.181567,0,0,1,210000,0.0,7,10-20%,0.0
0.181612,0,4370,-1,300000,0.0146,7,10-20%,793.64444
0.181752,0,34203,0,40000,0.8551,7,10-20%,6216.463656
0.181784,0,70206,0,90000,0.7801,7,10-20%,12762.327504
0.181784,1,338624,0,340000,0.996,7,10-20%,61556.425216
0.181924,0,17924,0,20000,0.8962,7,10-20%,3260.805776
0.181951,0,1570,-1,200000,0.0078,7,10-20%,285.66307
0.182004,0,316,-2,350000,0.0009,7,10-20%,57.513264
0.182035,0,4980,-1,160000,0.0311,7,10-20%,906.5343
0.182078,0,130558,0,130000,1.0043,7,10-20%,23771.739523999997
0.182107,0,50995,0,50000,1.0199,7,10-20%,9286.546465
0.182119,0,0,1,80000,-0.0,7,10-20%,0.0
0.182133,0,1015,-1,200000,0.0051,7,10-20%,184.864995
0.182212,0,329,-2,150000,0.0022,7,10-20%,59.947748000000004
0.182242,0,158326,0,170000,0.9313,7,10-20%,28853.646891999997
0.182274,0,2280,-1,130000,0.0175,7,10-20%,415.58472
0.182405,0,8078,-1,260000,0.0311,7,10-20%,1473.4675900000002
0.18245,0,9791,0,10000,0.9791,7,10-20%,1786.36795
0.182528,1,50419,0,50000,1.0084,7,10-20%,9202.879232
0.182542,1,177961,0,100000,1.7796,7,10-20%,32485.356862
0.182555,0,6546,-1,90000,0.0727,7,10-20%,1195.00503
0.182639,0,19435,0,20000,0.9718,7,10-20%,3549.588965
0.182669,0,19364,-1,20000,0.9682,7,10-20%,3537.202516
0.182852,0,21507,0,80000,0.2688,7,10-20%,3932.5979639999996
0.182874,0,50566,0,50000,1.0113,7,10-20%,9247.206684
0.182983,0,588,-2,50000,0.0118,7,10-20%,107.594004
0.183043,0,17584,0,20000,0.8792,7,10-20%,3218.6281120000003
0.183047,0,17593,0,20000,0.8796,7,10-20%,3220.345871
0.183288,0,508,-1,120000,0.0042,7,10-20%,93.110304
0.183407,0,0,1,360000,-0.0011,7,10-20%,0.0
0.183416,0,1678,-1,50000,0.0336,7,10-20%,307.772048
0.183461,0,14353,0,20000,0.7176,7,10-20%,2633.215733
0.183469,0,205150,0,200000,1.0258,7,10-20%,37638.665349999996
0.183593,0,1902,-1,50000,0.038,7,10-20%,349.193886
0.183677,0,418,-1,30000,0.0139,7,10-20%,76.77698600000001
0.183778,0,776,-1,140000,0.0055,7,10-20%,142.611728
0.18386,0,0,-2,200000,-0.001,7,10-20%,0.0
0.183866,0,149678,0,250000,0.5987,7,10-20%,27520.695148
0.183892,0,227,-1,20000,0.0114,7,10-20%,41.743484
0.184023,0,929,-2,150000,0.0062,7,10-20%,170.957367
0.184162,1,72892,0,40000,1.8223,7,10-20%,13423.936504
0.184186,1,359491,0,360000,0.9986,7,10-20%,66213.209326
0.184219,0,30587,0,30000,1.0196,7,10-20%,5634.706553
0.184265,0,107224,0,100000,1.0722,7,10-20%,19757.630360000003
0.184286,0,82567,0,80000,1.0321,7,10-20%,15215.942162000001
0.184329,0,0,1,30000,0.0,7,10-20%,0.0
0.184361,1,470,-1,260000,0.0018,7,10-20%,86.64967
0.184432,1,6673,0,50000,0.1335,7,10-20%,1230.7147360000001
0.184439,0,198724,-2,210000,0.9463,7,10-20%,36652.455836
0.184489,1,165578,0,80000,2.0697,7,10-20%,30547.319642
0.184549,1,2509,-1,110000,0.0228,7,10-20%,463.033441
0.184655,0,12197,0,20000,0.6098,7,10-20%,2252.237035
0.184715,0,4270,-1,100000,0.0427,7,10-20%,788.7330499999999
0.185002,0,1068,-1,300000,0.0036,7,10-20%,197.582136
0.185114,0,3000,-1,90000,0.0333,7,10-20%,555.342
0.185142,0,48019,0,50000,0.9604,7,10-20%,8890.333698
0.185246,0,8177,0,10000,0.8177,7,10-20%,1514.7565419999999
0.185267,1,28718,0,50000,0.5744,7,10-20%,5320.497705999999
0.185304,0,390,-1,180000,0.0022,7,10-20%,72.26856
0.185309,0,700,-2,230000,0.003,7,10-20%,129.7163
0.185326,0,470579,0,490000,0.9604,7,10-20%,87210.523754
0.185361,0,5580,0,90000,0.062,7,10-20%,1034.31438
0.185422,0,148352,0,150000,0.989,7,10-20%,27507.724544
0.185467,0,58216,0,60000,0.9703,7,10-20%,10797.146872
0.185525,0,2435,-1,170000,0.0143,7,10-20%,451.753375
0.185547,1,0,1,300000,0.0,7,10-20%,0.0
0.185571,0,0,-2,180000,0.0,7,10-20%,0.0
0.185665,0,17976,0,50000,0.3595,7,10-20%,3337.51404
0.185753,0,0,1,200000,0.0,7,10-20%,0.0
0.185797,0,0,1,200000,0.0,7,10-20%,0.0
0.186134,0,0,1,170000,-0.0016,7,10-20%,0.0
0.186265,0,549,-1,160000,0.0034,7,10-20%,102.259485
0.186452,0,260,0,260000,0.001,7,10-20%,48.47752
0.186498,0,0,-2,140000,0.0,7,10-20%,0.0
0.186501,0,188,-2,300000,0.0006,7,10-20%,35.062188
0.186555,0,1000,-1,180000,0.0056,7,10-20%,186.555
0.186583,0,277815,0,280000,0.9922,7,10-20%,51835.556145
0.186618,0,111776,0,190000,0.5883,7,10-20%,20859.413568
0.186894,0,288015,0,200000,1.4401,7,10-20%,53828.27541
0.186898,0,0,-2,350000,0.0,7,10-20%,0.0
0.186915,0,120633,0,120000,1.0053,7,10-20%,22548.117195
0.186949,0,27381,0,30000,0.9127,7,10-20%,5118.850569
0.187054,0,19930,0,50000,0.3986,7,10-20%,3727.98622
0.18706,0,7427,0,10000,0.7427,7,10-20%,1389.2946200000001
0.187075,0,125719,0,110000,1.1429,7,10-20%,23518.881924999998
0.187162,0,125722,0,200000,0.6286,7,10-20%,23530.380964
0.187198,0,396,-1,180000,0.0022,7,10-20%,74.130408
0.187309,1,7170,0,10000,0.717,7,10-20%,1343.0055300000001
0.18737,1,0,-1,300000,-0.0016,7,10-20%,0.0
0.187414,0,87151,0,120000,0.7263,7,10-20%,16333.317514
0.187421,0,360,-1,310000,0.0012,7,10-20%,67.47156
0.187494,1,107148,0,240000,0.4464,7,10-20%,20089.607111999998
0.187559,0,2219,0,70000,0.0317,7,10-20%,416.193421
0.187572,0,141223,0,250000,0.5649,7,10-20%,26489.480556
0.18785,0,215090,0,200000,1.0754,7,10-20%,40404.6565
0.187881,0,22358,0,50000,0.4472,7,10-20%,4200.643398
0.187978,0,1257,0,300000,0.0042,7,10-20%,236.28834600000002
0.188033,1,93757,0,90000,1.0417,7,10-20%,17629.409981
0.18807,0,1854,0,240000,0.0077,7,10-20%,348.68178
0.188086,0,90833,-2,130000,0.6987,7,10-20%,17084.415638
0.188134,0,177956,0,170000,1.0468,7,10-20%,33479.574104
0.188206,0,4498,-1,180000,0.025,7,10-20%,846.5505880000001
0.188284,0,9598,-1,80000,0.12,7,10-20%,1807.149832
0.188284,0,10128,0,10000,1.0128,7,10-20%,1906.940352
0.188355,0,182,-1,230000,0.0008,7,10-20%,34.280609999999996
0.188386,0,47612,-1,50000,0.9522,7,10-20%,8969.434232
0.188462,1,313956,0,310000,1.0128,7,10-20%,59168.775671999996
0.188601,0,195126,0,250000,0.7805,7,10-20%,36800.958726
0.188701,0,856,-1,120000,0.0071,7,10-20%,161.528056
0.188711,1,1261,-1,70000,0.018,7,10-20%,237.96457099999998
0.188839,0,48784,0,50000,0.9757,7,10-20%,9212.321776
0.1889,1,31404,0,30000,1.0468,7,10-20%,5932.2156
0.18897,0,20001,0,20000,1.0001,7,10-20%,3779.58897
0.189092,0,1760,-1,200000,0.0088,7,10-20%,332.80192
0.189106,0,2000,-2,140000,0.0143,7,10-20%,378.212
0.189212,0,16740,0,20000,0.837,7,10-20%,3167.40888
0.189356,0,17807,0,20000,0.8904,7,10-20%,3371.862292
0.189375,0,6156,-1,150000,0.041,7,10-20%,1165.7925
0.18945,0,17977,0,20000,0.8988,7,10-20%,3405.74265
0.189476,0,3056,-1,50000,0.0611,7,10-20%,579.0386560000001
0.18951,0,50669,0,50000,1.0134,7,10-20%,9602.28219
0.189546,0,293498,0,300000,0.9783,7,10-20%,55631.371908
